score;completeness;rescuebot_action;rescuebot_location;diocane_action;diocane_location;world_nr;tick_nr
0;0.0;Idle;(16, 8);;(14, 8);1;536
0;0.0;Idle;(16, 8);;(14, 8);1;537
0;0.0;Idle;(16, 8);;(14, 8);1;538
0;0.0;Idle;(16, 8);;(14, 8);1;539
0;0.0;Idle;(16, 8);;(14, 8);1;540
0;0.0;Idle;(16, 8);;(14, 8);1;541
0;0.0;MoveWest;(16, 8);;(14, 8);1;542
0;0.0;MoveWest;(15, 8);;(14, 8);1;543
0;0.0;MoveWest;(15, 8);;(14, 8);1;544
0;0.0;MoveWest;(14, 8);;(14, 8);1;545
0;0.0;;(14, 8);;(14, 8);1;546
0;0.0;;(14, 8);;(14, 8);1;547
0;0.0;;(14, 8);;(14, 8);1;548
0;0.0;;(14, 8);;(14, 8);1;549
0;0.0;;(14, 8);;(14, 8);1;550
0;0.0;;(14, 8);;(14, 8);1;551
0;0.0;;(14, 8);;(14, 8);1;552
0;0.0;;(14, 8);;(14, 8);1;553
0;0.0;;(14, 8);CarryObjectTogether;(14, 8);1;554
0;0.0;;(14, 8);;(14, 8);1;555
0;0.0;;(14, 8);;(14, 8);1;556
0;0.0;;(14, 8);;(14, 8);1;557
0;0.0;;(14, 8);;(14, 8);1;558
0;0.0;;(14, 8);;(14, 8);1;559
0;0.0;;(14, 8);;(14, 8);1;560
0;0.0;;(14, 8);MoveEast;(15, 8);1;561
0;0.0;;(14, 8);;(15, 8);1;562
0;0.0;;(14, 8);;(15, 8);1;563
0;0.0;;(14, 8);;(15, 8);1;564
0;0.0;;(14, 8);;(15, 8);1;565
0;0.0;;(14, 8);;(15, 8);1;566
0;0.0;;(14, 8);;(15, 8);1;567
0;0.0;;(14, 8);MoveNorth;(15, 7);1;568
0;0.0;;(14, 8);MoveNorth;(15, 6);1;569
0;0.0;;(14, 8);;(15, 6);1;570
0;0.0;;(14, 8);;(15, 6);1;571
0;0.0;;(14, 8);;(15, 6);1;572
0;0.0;;(14, 8);;(15, 6);1;573
0;0.0;;(14, 8);;(15, 6);1;574
0;0.0;;(14, 8);;(15, 6);1;575
0;0.0;;(14, 8);;(15, 6);1;576
0;0.0;;(14, 8);;(15, 6);1;577
0;0.0;;(14, 8);MoveEast;(16, 6);1;578
0;0.0;;(14, 8);MoveEast;(17, 6);1;579
0;0.0;;(14, 8);MoveEast;(18, 6);1;580
0;0.0;;(14, 8);;(18, 6);1;581
0;0.0;;(14, 8);;(18, 6);1;582
0;0.0;;(14, 8);;(18, 6);1;583
0;0.0;;(14, 8);;(18, 6);1;584
0;0.0;;(14, 8);;(18, 6);1;585
0;0.0;;(14, 8);;(18, 6);1;586
0;0.0;;(14, 8);;(18, 6);1;587
0;0.0;;(14, 8);;(18, 6);1;588
0;0.0;;(14, 8);MoveNorth;(18, 5);1;589
0;0.0;;(14, 8);;(18, 5);1;590
0;0.0;;(14, 8);;(18, 5);1;591
0;0.0;;(14, 8);MoveSouth;(18, 6);1;592
0;0.0;;(14, 8);;(18, 6);1;593
0;0.0;;(14, 8);;(18, 6);1;594
0;0.0;;(14, 8);;(18, 6);1;595
0;0.0;;(14, 8);;(18, 6);1;596
0;0.0;;(14, 8);;(18, 6);1;597
0;0.0;;(14, 8);;(18, 6);1;598
0;0.0;;(14, 8);MoveSouth;(18, 7);1;599
0;0.0;;(14, 8);MoveSouth;(18, 8);1;600
0;0.0;;(14, 8);;(18, 8);1;601
0;0.0;;(14, 8);;(18, 8);1;602
0;0.0;;(14, 8);;(18, 8);1;603
0;0.0;;(14, 8);;(18, 8);1;604
0;0.0;;(14, 8);;(18, 8);1;605
0;0.0;;(14, 8);;(18, 8);1;606
0;0.0;;(14, 8);MoveEast;(19, 8);1;607
0;0.0;;(14, 8);MoveEast;(19, 8);1;608
0;0.0;;(14, 8);MoveEast;(19, 8);1;609
0;0.0;;(14, 8);MoveEast;(19, 8);1;610
0;0.0;;(14, 8);MoveEast;(19, 8);1;611
0;0.0;;(14, 8);MoveEast;(19, 8);1;612
0;0.0;;(14, 8);MoveEast;(20, 8);1;613
0;0.0;;(14, 8);MoveEast;(21, 8);1;614
0;0.0;;(14, 8);;(21, 8);1;615
0;0.0;;(14, 8);;(21, 8);1;616
0;0.0;;(14, 8);;(21, 8);1;617
0;0.0;;(14, 8);;(21, 8);1;618
0;0.0;;(14, 8);;(21, 8);1;619
0;0.0;;(14, 8);;(21, 8);1;620
0;0.0;;(14, 8);;(21, 8);1;621
0;0.0;;(14, 8);;(21, 8);1;622
0;0.0;;(14, 8);MoveSouth;(21, 9);1;623
0;0.0;;(14, 8);;(21, 9);1;624
0;0.0;;(14, 8);MoveSouth;(21, 10);1;625
0;0.0;;(14, 8);;(21, 10);1;626
0;0.0;;(14, 8);MoveSouth;(21, 11);1;627
0;0.0;;(14, 8);;(21, 11);1;628
0;0.0;;(14, 8);;(21, 11);1;629
0;0.0;;(14, 8);;(21, 11);1;630
0;0.0;;(14, 8);;(21, 11);1;631
0;0.0;;(14, 8);;(21, 11);1;632
0;0.0;;(14, 8);;(21, 11);1;633
0;0.0;;(14, 8);;(21, 11);1;634
0;0.0;;(14, 8);;(21, 11);1;635
0;0.0;;(14, 8);;(21, 11);1;636
0;0.0;;(14, 8);;(21, 11);1;637
0;0.0;;(14, 8);;(21, 11);1;638
0;0.0;;(14, 8);;(21, 11);1;639
0;0.0;;(14, 8);MoveSouth;(21, 12);1;640
0;0.0;;(14, 8);MoveSouth;(21, 13);1;641
0;0.0;;(14, 8);;(21, 13);1;642
0;0.0;;(14, 8);MoveSouth;(21, 14);1;643
0;0.0;;(14, 8);;(21, 14);1;644
0;0.0;;(14, 8);;(21, 14);1;645
0;0.0;;(14, 8);;(21, 14);1;646
0;0.0;;(14, 8);;(21, 14);1;647
0;0.0;;(14, 8);;(21, 14);1;648
0;0.0;;(14, 8);;(21, 14);1;649
0;0.0;;(14, 8);;(21, 14);1;650
0;0.0;;(14, 8);MoveEast;(22, 14);1;651
0;0.0;;(14, 8);;(22, 14);1;652
0;0.0;;(14, 8);MoveEast;(23, 14);1;653
0;0.0;;(14, 8);;(23, 14);1;654
0;0.0;;(14, 8);;(23, 14);1;655
0;0.0;;(14, 8);;(23, 14);1;656
0;0.0;;(14, 8);;(23, 14);1;657
0;0.0;;(14, 8);;(23, 14);1;658
0;0.0;;(14, 8);;(23, 14);1;659
0;0.0;;(14, 8);;(23, 14);1;660
0;0.0;;(14, 8);;(23, 14);1;661
0;0.0;;(14, 8);;(23, 14);1;662
3;0.125;;(23, 14);DropObjectTogether;(23, 14);1;663
3;0.125;MoveNorthWest;(23, 14);;(23, 14);1;664
3;0.125;MoveNorthWest;(22, 13);;(23, 14);1;665
3;0.125;MoveNorthWest;(22, 13);;(23, 14);1;666
3;0.125;MoveNorthWest;(21, 12);;(23, 14);1;667
3;0.125;MoveNorthWest;(21, 12);;(23, 14);1;668
3;0.125;MoveNorthWest;(20, 11);;(23, 14);1;669
3;0.125;MoveNorthWest;(20, 11);;(23, 14);1;670
3;0.125;MoveNorthWest;(19, 10);;(23, 14);1;671
3;0.125;MoveNorthWest;(19, 10);;(23, 14);1;672
3;0.125;MoveNorthWest;(18, 9);;(23, 14);1;673
3;0.125;MoveNorth;(18, 9);;(23, 14);1;674
3;0.125;MoveNorth;(18, 9);;(23, 14);1;675
3;0.125;MoveNorth;(18, 9);;(23, 14);1;676
3;0.125;MoveNorth;(18, 9);;(23, 14);1;677
3;0.125;MoveNorth;(18, 9);;(23, 14);1;678
3;0.125;MoveNorth;(18, 9);;(23, 14);1;679
3;0.125;MoveNorth;(18, 9);;(23, 14);1;680
3;0.125;MoveNorth;(18, 9);;(23, 14);1;681
3;0.125;MoveNorth;(18, 9);;(23, 14);1;682
3;0.125;MoveNorth;(18, 9);;(23, 14);1;683
3;0.125;MoveNorth;(18, 9);;(23, 14);1;684
3;0.125;MoveNorth;(18, 9);;(23, 14);1;685
3;0.125;MoveNorth;(18, 9);;(23, 14);1;686
3;0.125;MoveNorth;(18, 8);;(23, 14);1;687
3;0.125;MoveNorth;(18, 8);;(23, 14);1;688
3;0.125;MoveNorth;(18, 7);;(23, 14);1;689
3;0.125;MoveNorthWest;(18, 7);;(23, 14);1;690
3;0.125;MoveNorthWest;(17, 6);MoveWest;(22, 14);1;691
3;0.125;MoveNorthWest;(17, 6);;(22, 14);1;692
3;0.125;MoveNorthWest;(16, 5);;(22, 14);1;693
3;0.125;MoveWest;(16, 5);;(22, 14);1;694
3;0.125;MoveWest;(15, 5);;(22, 14);1;695
3;0.125;;(15, 5);;(22, 14);1;696
3;0.125;;(15, 5);;(22, 14);1;697
3;0.125;;(15, 5);;(22, 14);1;698
3;0.125;;(15, 5);;(22, 14);1;699
3;0.125;;(15, 5);;(22, 14);1;700
3;0.125;;(15, 5);;(22, 14);1;701
3;0.125;;(15, 5);;(22, 14);1;702
3;0.125;;(15, 5);;(22, 14);1;703
3;0.125;;(15, 5);;(22, 14);1;704
3;0.125;;(15, 5);;(22, 14);1;705
3;0.125;;(15, 5);;(22, 14);1;706
3;0.125;;(15, 5);;(22, 14);1;707
3;0.125;;(15, 5);;(22, 14);1;708
3;0.125;;(15, 5);;(22, 14);1;709
3;0.125;;(15, 5);;(22, 14);1;710
3;0.125;;(15, 5);;(22, 14);1;711
3;0.125;;(15, 5);;(22, 14);1;712
3;0.125;;(15, 5);;(22, 14);1;713
3;0.125;;(15, 5);;(22, 14);1;714
3;0.125;;(15, 5);;(22, 14);1;715
3;0.125;;(15, 5);;(22, 14);1;716
3;0.125;;(15, 5);;(22, 14);1;717
3;0.125;;(15, 5);;(22, 14);1;718
3;0.125;;(15, 5);;(22, 14);1;719
3;0.125;;(15, 5);;(22, 14);1;720
3;0.125;;(15, 5);;(22, 14);1;721
3;0.125;;(15, 5);;(22, 14);1;722
3;0.125;;(15, 5);;(22, 14);1;723
3;0.125;;(15, 5);;(22, 14);1;724
3;0.125;;(15, 5);;(22, 14);1;725
3;0.125;;(15, 5);;(22, 14);1;726
3;0.125;;(15, 5);;(22, 14);1;727
3;0.125;;(15, 5);;(22, 14);1;728
3;0.125;;(15, 5);;(22, 14);1;729
3;0.125;;(15, 5);;(22, 14);1;730
3;0.125;;(15, 5);;(22, 14);1;731
3;0.125;;(15, 5);;(22, 14);1;732
3;0.125;;(15, 5);;(22, 14);1;733
3;0.125;;(15, 5);;(22, 14);1;734
3;0.125;;(15, 5);;(22, 14);1;735
3;0.125;;(15, 5);;(22, 14);1;736
3;0.125;;(15, 5);;(22, 14);1;737
3;0.125;;(15, 5);;(22, 14);1;738
3;0.125;;(15, 5);;(22, 14);1;739
3;0.125;;(15, 5);;(22, 14);1;740
3;0.125;;(15, 5);;(22, 14);1;741
3;0.125;;(15, 5);;(22, 14);1;742
3;0.125;;(15, 5);;(22, 14);1;743
3;0.125;;(15, 5);;(22, 14);1;744
3;0.125;;(15, 5);;(22, 14);1;745
3;0.125;;(15, 5);;(22, 14);1;746
3;0.125;;(15, 5);;(22, 14);1;747
3;0.125;;(15, 5);;(22, 14);1;748
3;0.125;;(15, 5);;(22, 14);1;749
3;0.125;;(15, 5);;(22, 14);1;750
3;0.125;;(15, 5);;(22, 14);1;751
3;0.125;;(15, 5);;(22, 14);1;752
3;0.125;;(15, 5);;(22, 14);1;753
3;0.125;;(15, 5);;(22, 14);1;754
3;0.125;;(15, 5);;(22, 14);1;755
3;0.125;;(15, 5);;(22, 14);1;756
3;0.125;;(15, 5);;(22, 14);1;757
3;0.125;;(15, 5);;(22, 14);1;758
3;0.125;;(15, 5);;(22, 14);1;759
3;0.125;;(15, 5);;(22, 14);1;760
3;0.125;;(15, 5);;(22, 14);1;761
3;0.125;;(15, 5);;(22, 14);1;762
3;0.125;;(15, 5);;(22, 14);1;763
3;0.125;;(15, 5);;(22, 14);1;764
3;0.125;;(15, 5);;(22, 14);1;765
3;0.125;;(15, 5);;(22, 14);1;766
3;0.125;;(15, 5);;(22, 14);1;767
3;0.125;;(15, 5);;(22, 14);1;768
3;0.125;;(15, 5);;(22, 14);1;769
3;0.125;;(15, 5);;(22, 14);1;770
3;0.125;;(15, 5);;(22, 14);1;771
3;0.125;MoveWest;(15, 5);;(22, 14);1;772
3;0.125;MoveWest;(14, 5);;(22, 14);1;773
3;0.125;MoveWest;(14, 5);;(22, 14);1;774
3;0.125;MoveWest;(13, 5);;(22, 14);1;775
3;0.125;MoveWest;(13, 5);;(22, 14);1;776
3;0.125;MoveWest;(12, 5);;(22, 14);1;777
3;0.125;MoveWest;(12, 5);;(22, 14);1;778
3;0.125;MoveWest;(11, 5);;(22, 14);1;779
3;0.125;MoveWest;(11, 5);;(22, 14);1;780
3;0.125;MoveWest;(10, 5);;(22, 14);1;781
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;782
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;783
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;784
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;785
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;786
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;787
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;788
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;789
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;790
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;791
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;792
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;793
3;0.125;MoveSouthWest;(10, 5);;(22, 14);1;794
3;0.125;MoveSouthWest;(9, 6);;(22, 14);1;795
3;0.125;;(9, 6);;(22, 14);1;796
3;0.125;;(9, 6);;(22, 14);1;797
3;0.125;;(9, 6);;(22, 14);1;798
3;0.125;;(9, 6);;(22, 14);1;799
3;0.125;;(9, 6);;(22, 14);1;800
3;0.125;;(9, 6);;(22, 14);1;801
3;0.125;;(9, 6);;(22, 14);1;802
3;0.125;;(9, 6);;(22, 14);1;803
3;0.125;;(9, 6);;(22, 14);1;804
3;0.125;;(9, 6);;(22, 14);1;805
3;0.125;;(9, 6);;(22, 14);1;806
3;0.125;;(9, 6);MoveWest;(21, 14);1;807
3;0.125;;(9, 6);;(21, 14);1;808
3;0.125;;(9, 6);;(21, 14);1;809
3;0.125;;(9, 6);;(21, 14);1;810
3;0.125;;(9, 6);;(21, 14);1;811
3;0.125;;(9, 6);;(21, 14);1;812
3;0.125;;(9, 6);;(21, 14);1;813
3;0.125;;(9, 6);;(21, 14);1;814
3;0.125;;(9, 6);;(21, 14);1;815
3;0.125;;(9, 6);MoveNorth;(21, 13);1;816
3;0.125;;(9, 6);MoveNorth;(21, 12);1;817
3;0.125;;(9, 6);MoveNorth;(21, 11);1;818
3;0.125;;(9, 6);;(21, 11);1;819
3;0.125;;(9, 6);;(21, 11);1;820
3;0.125;;(9, 6);MoveNorth;(21, 10);1;821
3;0.125;;(9, 6);MoveNorth;(21, 9);1;822
3;0.125;;(9, 6);MoveNorth;(21, 8);1;823
3;0.125;;(9, 6);;(21, 8);1;824
3;0.125;;(9, 6);;(21, 8);1;825
3;0.125;;(9, 6);;(21, 8);1;826
3;0.125;;(9, 6);;(21, 8);1;827
3;0.125;;(9, 6);;(21, 8);1;828
3;0.125;;(9, 6);;(21, 8);1;829
3;0.125;;(9, 6);MoveWest;(20, 8);1;830
3;0.125;;(9, 6);;(20, 8);1;831
3;0.125;;(9, 6);MoveWest;(19, 8);1;832
3;0.125;;(9, 6);MoveWest;(19, 8);1;833
3;0.125;;(9, 6);MoveWest;(19, 8);1;834
3;0.125;;(9, 6);MoveWest;(19, 8);1;835
3;0.125;;(9, 6);MoveWest;(19, 8);1;836
3;0.125;;(9, 6);MoveWest;(19, 8);1;837
3;0.125;;(9, 6);MoveWest;(18, 8);1;838
3;0.125;;(9, 6);MoveWest;(18, 8);1;839
3;0.125;;(9, 6);MoveNorth;(18, 7);1;840
3;0.125;;(9, 6);;(18, 7);1;841
3;0.125;;(9, 6);;(18, 7);1;842
3;0.125;;(9, 6);;(18, 7);1;843
3;0.125;;(9, 6);;(18, 7);1;844
3;0.125;;(9, 6);MoveNorth;(18, 6);1;845
3;0.125;;(9, 6);;(18, 6);1;846
3;0.125;;(9, 6);;(18, 6);1;847
3;0.125;;(9, 6);;(18, 6);1;848
3;0.125;;(9, 6);;(18, 6);1;849
3;0.125;;(9, 6);MoveWest;(17, 6);1;850
3;0.125;;(9, 6);;(17, 6);1;851
3;0.125;;(9, 6);MoveWest;(16, 6);1;852
3;0.125;;(9, 6);;(16, 6);1;853
3;0.125;;(9, 6);;(16, 6);1;854
3;0.125;;(9, 6);MoveWest;(15, 6);1;855
3;0.125;;(9, 6);MoveWest;(14, 6);1;856
3;0.125;;(9, 6);;(14, 6);1;857
3;0.125;;(9, 6);;(14, 6);1;858
3;0.125;;(9, 6);;(14, 6);1;859
3;0.125;;(9, 6);;(14, 6);1;860
3;0.125;;(9, 6);;(14, 6);1;861
3;0.125;;(9, 6);;(14, 6);1;862
3;0.125;;(9, 6);;(14, 6);1;863
3;0.125;;(9, 6);;(14, 6);1;864
3;0.125;;(9, 6);;(14, 6);1;865
3;0.125;;(9, 6);;(14, 6);1;866
3;0.125;;(9, 6);;(14, 6);1;867
3;0.125;;(9, 6);MoveWest;(13, 6);1;868
3;0.125;;(9, 6);MoveWest;(12, 6);1;869
3;0.125;;(9, 6);;(12, 6);1;870
3;0.125;;(9, 6);MoveWest;(12, 6);1;871
3;0.125;;(9, 6);MoveWest;(12, 6);1;872
3;0.125;;(9, 6);MoveWest;(12, 6);1;873
3;0.125;;(9, 6);MoveWest;(12, 6);1;874
3;0.125;;(9, 6);MoveWest;(12, 6);1;875
3;0.125;;(9, 6);MoveWest;(11, 6);1;876
3;0.125;;(9, 6);MoveWest;(11, 6);1;877
3;0.125;;(9, 6);MoveWest;(11, 6);1;878
3;0.125;;(9, 6);MoveWest;(11, 6);1;879
3;0.125;;(9, 6);MoveWest;(11, 6);1;880
3;0.125;;(9, 6);MoveWest;(11, 6);1;881
3;0.125;;(9, 6);MoveWest;(10, 6);1;882
3;0.125;;(9, 6);MoveWest;(10, 6);1;883
3;0.125;;(9, 6);MoveWest;(10, 6);1;884
3;0.125;;(9, 6);MoveWest;(10, 6);1;885
3;0.125;;(9, 6);MoveWest;(10, 6);1;886
3;0.125;;(9, 6);MoveWest;(10, 6);1;887
3;0.125;;(9, 6);MoveWest;(9, 6);1;888
3;0.125;;(9, 6);;(9, 6);1;889
3;0.125;;(9, 6);MoveWest;(8, 6);1;890
3;0.125;;(9, 6);;(8, 6);1;891
3;0.125;;(9, 6);;(8, 6);1;892
3;0.125;;(9, 6);;(8, 6);1;893
3;0.125;;(9, 6);RemoveObjectTogether;(8, 6);1;894
3;0.125;;(9, 6);;(8, 6);1;895
3;0.125;;(9, 6);;(8, 6);1;896
3;0.125;;(9, 6);;(8, 6);1;897
3;0.125;;(9, 6);MoveEast;(9, 6);1;898
3;0.125;;(9, 6);;(9, 6);1;899
3;0.125;;(9, 6);;(9, 6);1;900
3;0.125;;(9, 6);;(9, 6);1;901
3;0.125;;(9, 6);;(9, 6);1;902
3;0.125;;(9, 6);;(9, 6);1;903
3;0.125;;(9, 6);;(9, 6);1;904
3;0.125;;(9, 6);;(9, 6);1;905
3;0.125;;(9, 6);;(9, 6);1;906
3;0.125;;(9, 6);;(9, 6);1;907
3;0.125;;(9, 6);;(9, 6);1;908
3;0.125;;(9, 6);;(9, 6);1;909
3;0.125;;(9, 6);;(9, 6);1;910
3;0.125;;(9, 6);;(9, 6);1;911
3;0.125;;(9, 6);;(9, 6);1;912
3;0.125;;(9, 6);;(9, 6);1;913
3;0.125;;(9, 6);;(9, 6);1;914
3;0.125;;(9, 6);;(9, 6);1;915
3;0.125;;(9, 6);;(9, 6);1;916
3;0.125;;(9, 6);;(9, 6);1;917
3;0.125;;(9, 6);;(9, 6);1;918
3;0.125;;(9, 6);;(9, 6);1;919
3;0.125;;(9, 6);;(9, 6);1;920
3;0.125;;(9, 6);;(9, 6);1;921
3;0.125;;(9, 6);;(9, 6);1;922
3;0.125;;(9, 6);;(9, 6);1;923
3;0.125;;(9, 6);;(9, 6);1;924
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;925
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;926
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;927
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;928
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;929
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;930
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;931
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;932
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;933
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;934
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;935
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;936
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;937
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;938
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;939
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;940
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;941
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;942
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;943
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;944
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;945
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;946
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;947
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;948
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;949
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;950
3;0.125;MoveSouth;(9, 6);;(9, 6);1;951
3;0.125;MoveSouth;(9, 7);;(9, 6);1;952
3;0.125;MoveSouthWest;(9, 7);;(9, 6);1;953
3;0.125;MoveSouthWest;(8, 8);;(9, 6);1;954
3;0.125;MoveSouthEast;(8, 8);;(9, 6);1;955
3;0.125;MoveSouthEast;(9, 9);;(9, 6);1;956
3;0.125;MoveNorthEast;(9, 9);;(9, 6);1;957
3;0.125;MoveNorthEast;(10, 8);;(9, 6);1;958
3;0.125;;(10, 8);;(9, 6);1;959
3;0.125;;(10, 8);;(9, 6);1;960
3;0.125;;(10, 8);;(9, 6);1;961
3;0.125;;(10, 8);;(9, 6);1;962
3;0.125;;(10, 8);;(9, 6);1;963
3;0.125;;(10, 8);;(9, 6);1;964
3;0.125;;(10, 8);;(9, 6);1;965
3;0.125;;(10, 8);;(9, 6);1;966
3;0.125;;(10, 8);;(9, 6);1;967
3;0.125;;(10, 8);;(9, 6);1;968
3;0.125;;(10, 8);;(9, 6);1;969
3;0.125;;(10, 8);;(9, 6);1;970
3;0.125;;(10, 8);;(9, 6);1;971
3;0.125;;(10, 8);;(9, 6);1;972
3;0.125;;(10, 8);;(9, 6);1;973
3;0.125;;(10, 8);;(9, 6);1;974
3;0.125;;(10, 8);;(9, 6);1;975
3;0.125;;(10, 8);;(9, 6);1;976
3;0.125;;(10, 8);;(9, 6);1;977
3;0.125;;(10, 8);;(9, 6);1;978
3;0.125;;(10, 8);;(9, 6);1;979
3;0.125;;(10, 8);;(9, 6);1;980
3;0.125;;(10, 8);;(9, 6);1;981
3;0.125;;(10, 8);;(9, 6);1;982
3;0.125;;(10, 8);;(9, 6);1;983
3;0.125;;(10, 8);;(9, 6);1;984
3;0.125;;(10, 8);;(9, 6);1;985
3;0.125;;(10, 8);;(9, 6);1;986
3;0.125;;(10, 8);;(9, 6);1;987
3;0.125;;(10, 8);;(9, 6);1;988
3;0.125;;(10, 8);;(9, 6);1;989
3;0.125;;(10, 8);;(9, 6);1;990
3;0.125;;(10, 8);;(9, 6);1;991
3;0.125;;(10, 8);;(9, 6);1;992
3;0.125;;(10, 8);;(9, 6);1;993
3;0.125;;(10, 8);;(9, 6);1;994
3;0.125;;(10, 8);;(9, 6);1;995
3;0.125;;(10, 8);;(9, 6);1;996
3;0.125;;(10, 8);;(9, 6);1;997
3;0.125;;(10, 8);;(9, 6);1;998
3;0.125;;(10, 8);;(9, 6);1;999
3;0.125;;(10, 8);;(9, 6);1;1000
3;0.125;;(10, 8);;(9, 6);1;1001
3;0.125;;(10, 8);;(9, 6);1;1002
3;0.125;;(10, 8);;(9, 6);1;1003
3;0.125;;(10, 8);;(9, 6);1;1004
3;0.125;;(10, 8);;(9, 6);1;1005
3;0.125;;(10, 8);;(9, 6);1;1006
3;0.125;;(10, 8);;(9, 6);1;1007
3;0.125;;(10, 8);;(9, 6);1;1008
3;0.125;;(10, 8);;(9, 6);1;1009
3;0.125;;(10, 8);;(9, 6);1;1010
3;0.125;;(10, 8);;(9, 6);1;1011
3;0.125;;(10, 8);;(9, 6);1;1012
3;0.125;;(10, 8);;(9, 6);1;1013
3;0.125;;(10, 8);;(9, 6);1;1014
3;0.125;;(10, 8);;(9, 6);1;1015
3;0.125;;(10, 8);;(9, 6);1;1016
3;0.125;;(10, 8);;(9, 6);1;1017
3;0.125;;(10, 8);;(9, 6);1;1018
3;0.125;;(10, 8);;(9, 6);1;1019
3;0.125;;(10, 8);;(9, 6);1;1020
3;0.125;;(10, 8);;(9, 6);1;1021
3;0.125;;(10, 8);;(9, 6);1;1022
3;0.125;;(10, 8);;(9, 6);1;1023
3;0.125;;(10, 8);;(9, 6);1;1024
3;0.125;;(10, 8);;(9, 6);1;1025
3;0.125;;(10, 8);;(9, 6);1;1026
3;0.125;;(10, 8);;(9, 6);1;1027
3;0.125;;(10, 8);;(9, 6);1;1028
3;0.125;;(10, 8);;(9, 6);1;1029
3;0.125;;(10, 8);;(9, 6);1;1030
3;0.125;;(10, 8);;(9, 6);1;1031
3;0.125;;(10, 8);;(9, 6);1;1032
3;0.125;;(10, 8);;(9, 6);1;1033
3;0.125;;(10, 8);;(9, 6);1;1034
3;0.125;;(10, 8);;(9, 6);1;1035
3;0.125;;(10, 8);;(9, 6);1;1036
3;0.125;;(10, 8);;(9, 6);1;1037
3;0.125;;(10, 8);;(9, 6);1;1038
3;0.125;;(10, 8);;(9, 6);1;1039
3;0.125;;(10, 8);MoveSouth;(9, 7);1;1040
3;0.125;;(10, 8);;(9, 7);1;1041
3;0.125;;(10, 8);;(9, 7);1;1042
3;0.125;;(10, 8);;(9, 7);1;1043
3;0.125;;(10, 8);;(9, 7);1;1044
3;0.125;;(10, 8);;(9, 7);1;1045
3;0.125;;(10, 8);;(9, 7);1;1046
3;0.125;;(10, 8);;(9, 7);1;1047
3;0.125;;(10, 8);;(9, 7);1;1048
3;0.125;;(10, 8);MoveSouth;(9, 8);1;1049
3;0.125;;(10, 8);;(9, 8);1;1050
3;0.125;;(10, 8);;(9, 8);1;1051
3;0.125;;(10, 8);;(9, 8);1;1052
3;0.125;;(10, 8);;(9, 8);1;1053
3;0.125;;(10, 8);;(9, 8);1;1054
3;0.125;;(10, 8);;(9, 8);1;1055
3;0.125;;(10, 8);;(9, 8);1;1056
3;0.125;;(10, 8);;(9, 8);1;1057
3;0.125;;(10, 8);;(9, 8);1;1058
3;0.125;;(10, 8);;(9, 8);1;1059
3;0.125;;(10, 8);;(9, 8);1;1060
3;0.125;;(10, 8);;(9, 8);1;1061
3;0.125;;(10, 8);;(9, 8);1;1062
3;0.125;;(10, 8);;(9, 8);1;1063
3;0.125;;(10, 8);;(9, 8);1;1064
3;0.125;;(10, 8);;(9, 8);1;1065
