score;completeness;rescuebot_action;rescuebot_location;diobestia_action;diobestia_location;world_nr;tick_nr
3;0.125;;(9, 5);;(22, 14);1;512
3;0.125;;(9, 5);;(22, 14);1;513
3;0.125;;(9, 5);;(22, 14);1;514
3;0.125;;(9, 5);;(22, 14);1;515
3;0.125;;(9, 5);;(22, 14);1;516
3;0.125;;(9, 5);;(22, 14);1;517
3;0.125;;(9, 5);;(22, 14);1;518
3;0.125;;(9, 5);;(22, 14);1;519
3;0.125;;(9, 5);;(22, 14);1;520
3;0.125;;(9, 5);;(22, 14);1;521
3;0.125;;(9, 5);;(22, 14);1;522
3;0.125;;(9, 5);;(22, 14);1;523
3;0.125;;(9, 5);;(22, 14);1;524
3;0.125;;(9, 5);;(22, 14);1;525
3;0.125;;(9, 5);;(22, 14);1;526
3;0.125;;(9, 5);;(22, 14);1;527
3;0.125;;(9, 5);;(22, 14);1;528
3;0.125;;(9, 5);;(22, 14);1;529
3;0.125;;(9, 5);;(22, 14);1;530
3;0.125;;(9, 5);;(22, 14);1;531
3;0.125;;(9, 5);;(22, 14);1;532
3;0.125;;(9, 5);;(22, 14);1;533
3;0.125;;(9, 5);;(22, 14);1;534
3;0.125;;(9, 5);;(22, 14);1;535
3;0.125;;(9, 5);;(22, 14);1;536
3;0.125;;(9, 5);;(22, 14);1;537
3;0.125;;(9, 5);;(22, 14);1;538
3;0.125;;(9, 5);;(22, 14);1;539
3;0.125;;(9, 5);;(22, 14);1;540
3;0.125;;(9, 5);;(22, 14);1;541
3;0.125;;(9, 5);;(22, 14);1;542
3;0.125;;(9, 5);;(22, 14);1;543
3;0.125;;(9, 5);;(22, 14);1;544
3;0.125;;(9, 5);;(22, 14);1;545
3;0.125;;(9, 5);;(22, 14);1;546
3;0.125;;(9, 5);;(22, 14);1;547
3;0.125;;(9, 5);;(22, 14);1;548
3;0.125;;(9, 5);;(22, 14);1;549
3;0.125;;(9, 5);;(22, 14);1;550
3;0.125;;(9, 5);;(22, 14);1;551
3;0.125;;(9, 5);;(22, 14);1;552
3;0.125;;(9, 5);;(22, 14);1;553
3;0.125;;(9, 5);;(22, 14);1;554
3;0.125;;(9, 5);;(22, 14);1;555
3;0.125;;(9, 5);;(22, 14);1;556
3;0.125;;(9, 5);;(22, 14);1;557
3;0.125;;(9, 5);;(22, 14);1;558
3;0.125;;(9, 5);;(22, 14);1;559
3;0.125;;(9, 5);;(22, 14);1;560
3;0.125;;(9, 5);;(22, 14);1;561
3;0.125;;(9, 5);;(22, 14);1;562
3;0.125;;(9, 5);;(22, 14);1;563
3;0.125;;(9, 5);;(22, 14);1;564
