score;completeness;rescuebot_action;rescuebot_location;diostronzo_action;diostronzo_location;world_nr;tick_nr
3;0.125;MoveNorthWest;(22, 13);;(23, 14);1;527
3;0.125;MoveNorthWest;(22, 13);;(23, 14);1;528
3;0.125;MoveNorthWest;(21, 12);;(23, 14);1;529
3;0.125;MoveNorthWest;(21, 12);;(23, 14);1;530
3;0.125;MoveNorthWest;(20, 11);;(23, 14);1;531
3;0.125;MoveNorthWest;(20, 11);;(23, 14);1;532
3;0.125;MoveNorthWest;(19, 10);;(23, 14);1;533
3;0.125;MoveNorthWest;(19, 10);;(23, 14);1;534
3;0.125;MoveNorthWest;(18, 9);;(23, 14);1;535
3;0.125;MoveNorth;(18, 9);;(23, 14);1;536
3;0.125;MoveNorth;(18, 9);;(23, 14);1;537
3;0.125;MoveNorth;(18, 9);;(23, 14);1;538
3;0.125;MoveNorth;(18, 9);;(23, 14);1;539
3;0.125;MoveNorth;(18, 9);;(23, 14);1;540
3;0.125;MoveNorth;(18, 9);;(23, 14);1;541
3;0.125;MoveNorth;(18, 9);;(23, 14);1;542
3;0.125;MoveNorth;(18, 9);;(23, 14);1;543
3;0.125;MoveNorth;(18, 9);;(23, 14);1;544
3;0.125;MoveNorth;(18, 9);;(23, 14);1;545
3;0.125;MoveNorth;(18, 9);;(23, 14);1;546
3;0.125;MoveNorth;(18, 9);;(23, 14);1;547
3;0.125;MoveNorth;(18, 9);;(23, 14);1;548
3;0.125;MoveNorth;(18, 8);;(23, 14);1;549
3;0.125;MoveNorth;(18, 8);;(23, 14);1;550
3;0.125;MoveNorth;(18, 7);;(23, 14);1;551
3;0.125;MoveNorthWest;(18, 7);;(23, 14);1;552
3;0.125;MoveNorthWest;(17, 6);;(23, 14);1;553
3;0.125;MoveNorthWest;(17, 6);;(23, 14);1;554
3;0.125;MoveNorthWest;(16, 5);;(23, 14);1;555
3;0.125;MoveWest;(16, 5);;(23, 14);1;556
3;0.125;MoveWest;(15, 5);;(23, 14);1;557
3;0.125;;(15, 5);;(23, 14);1;558
3;0.125;;(15, 5);;(23, 14);1;559
3;0.125;;(15, 5);;(23, 14);1;560
3;0.125;;(15, 5);;(23, 14);1;561
3;0.125;;(15, 5);;(23, 14);1;562
3;0.125;;(15, 5);;(23, 14);1;563
3;0.125;;(15, 5);;(23, 14);1;564
3;0.125;;(15, 5);;(23, 14);1;565
3;0.125;;(15, 5);;(23, 14);1;566
3;0.125;;(15, 5);;(23, 14);1;567
3;0.125;;(15, 5);;(23, 14);1;568
3;0.125;;(15, 5);;(23, 14);1;569
3;0.125;;(15, 5);;(23, 14);1;570
3;0.125;;(15, 5);;(23, 14);1;571
3;0.125;;(15, 5);;(23, 14);1;572
3;0.125;;(15, 5);;(23, 14);1;573
3;0.125;;(15, 5);;(23, 14);1;574
3;0.125;;(15, 5);;(23, 14);1;575
3;0.125;;(15, 5);;(23, 14);1;576
3;0.125;;(15, 5);;(23, 14);1;577
3;0.125;;(15, 5);;(23, 14);1;578
3;0.125;;(15, 5);;(23, 14);1;579
3;0.125;;(15, 5);;(23, 14);1;580
3;0.125;;(15, 5);;(23, 14);1;581
3;0.125;;(15, 5);;(23, 14);1;582
3;0.125;;(15, 5);;(23, 14);1;583
3;0.125;;(15, 5);;(23, 14);1;584
3;0.125;;(15, 5);;(23, 14);1;585
3;0.125;;(15, 5);;(23, 14);1;586
3;0.125;;(15, 5);;(23, 14);1;587
3;0.125;;(15, 5);MoveWest;(22, 14);1;588
3;0.125;MoveWest;(15, 5);;(22, 14);1;589
3;0.125;MoveWest;(14, 5);;(22, 14);1;590
3;0.125;MoveWest;(14, 5);;(22, 14);1;591
3;0.125;MoveWest;(13, 5);;(22, 14);1;592
3;0.125;MoveWest;(13, 5);;(22, 14);1;593
3;0.125;MoveWest;(12, 5);;(22, 14);1;594
3;0.125;MoveWest;(12, 5);;(22, 14);1;595
3;0.125;MoveWest;(11, 5);;(22, 14);1;596
3;0.125;MoveWest;(11, 5);;(22, 14);1;597
3;0.125;MoveWest;(10, 5);;(22, 14);1;598
3;0.125;MoveSouthWest;(10, 5);MoveWest;(21, 14);1;599
3;0.125;MoveSouthWest;(10, 5);;(21, 14);1;600
3;0.125;MoveSouthWest;(10, 5);;(21, 14);1;601
3;0.125;MoveSouthWest;(10, 5);;(21, 14);1;602
3;0.125;MoveSouthWest;(10, 5);;(21, 14);1;603
3;0.125;MoveSouthWest;(10, 5);;(21, 14);1;604
3;0.125;MoveSouthWest;(10, 5);;(21, 14);1;605
3;0.125;MoveSouthWest;(10, 5);;(21, 14);1;606
3;0.125;MoveSouthWest;(10, 5);MoveNorth;(21, 13);1;607
3;0.125;MoveSouthWest;(10, 5);;(21, 13);1;608
3;0.125;MoveSouthWest;(10, 5);MoveNorth;(21, 12);1;609
3;0.125;MoveSouthWest;(10, 5);MoveNorth;(21, 11);1;610
3;0.125;MoveSouthWest;(10, 5);MoveNorth;(21, 10);1;611
3;0.125;MoveSouthWest;(9, 6);;(21, 10);1;612
3;0.125;;(9, 6);MoveNorth;(21, 9);1;613
3;0.125;;(9, 6);;(21, 9);1;614
3;0.125;;(9, 6);MoveNorth;(21, 8);1;615
3;0.125;;(9, 6);;(21, 8);1;616
3;0.125;;(9, 6);MoveNorth;(21, 8);1;617
3;0.125;;(9, 6);;(21, 8);1;618
3;0.125;;(9, 6);;(21, 8);1;619
3;0.125;;(9, 6);;(21, 8);1;620
3;0.125;;(9, 6);MoveWest;(20, 8);1;621
3;0.125;;(9, 6);MoveWest;(19, 8);1;622
3;0.125;;(9, 6);;(19, 8);1;623
3;0.125;;(9, 6);MoveWest;(19, 8);1;624
3;0.125;;(9, 6);MoveWest;(19, 8);1;625
3;0.125;;(9, 6);MoveWest;(19, 8);1;626
3;0.125;;(9, 6);MoveWest;(19, 8);1;627
3;0.125;;(9, 6);MoveWest;(19, 8);1;628
3;0.125;;(9, 6);MoveWest;(18, 8);1;629
3;0.125;;(9, 6);MoveNorth;(18, 7);1;630
3;0.125;;(9, 6);;(18, 7);1;631
3;0.125;;(9, 6);;(18, 7);1;632
3;0.125;;(9, 6);MoveNorth;(18, 6);1;633
3;0.125;;(9, 6);;(18, 6);1;634
3;0.125;;(9, 6);;(18, 6);1;635
3;0.125;;(9, 6);;(18, 6);1;636
3;0.125;;(9, 6);;(18, 6);1;637
3;0.125;;(9, 6);MoveWest;(17, 6);1;638
3;0.125;;(9, 6);;(17, 6);1;639
3;0.125;;(9, 6);MoveWest;(16, 6);1;640
3;0.125;;(9, 6);MoveWest;(15, 6);1;641
3;0.125;;(9, 6);;(15, 6);1;642
3;0.125;;(9, 6);;(15, 6);1;643
3;0.125;;(9, 6);MoveWest;(14, 6);1;644
3;0.125;;(9, 6);MoveWest;(13, 6);1;645
3;0.125;;(9, 6);MoveWest;(12, 6);1;646
3;0.125;;(9, 6);;(12, 6);1;647
3;0.125;;(9, 6);MoveWest;(12, 6);1;648
3;0.125;;(9, 6);MoveWest;(12, 6);1;649
3;0.125;;(9, 6);MoveWest;(12, 6);1;650
3;0.125;;(9, 6);MoveWest;(12, 6);1;651
3;0.125;;(9, 6);MoveWest;(12, 6);1;652
3;0.125;;(9, 6);MoveWest;(11, 6);1;653
3;0.125;;(9, 6);MoveWest;(11, 6);1;654
3;0.125;;(9, 6);MoveWest;(11, 6);1;655
3;0.125;;(9, 6);MoveWest;(11, 6);1;656
3;0.125;;(9, 6);MoveWest;(11, 6);1;657
3;0.125;;(9, 6);MoveWest;(11, 6);1;658
3;0.125;;(9, 6);MoveWest;(10, 6);1;659
3;0.125;;(9, 6);;(10, 6);1;660
3;0.125;;(9, 6);;(10, 6);1;661
3;0.125;;(9, 6);;(10, 6);1;662
3;0.125;;(9, 6);;(10, 6);1;663
3;0.125;;(9, 6);;(10, 6);1;664
3;0.125;;(9, 6);;(10, 6);1;665
3;0.125;;(9, 6);;(10, 6);1;666
3;0.125;;(9, 6);;(10, 6);1;667
3;0.125;;(9, 6);;(10, 6);1;668
3;0.125;;(9, 6);;(10, 6);1;669
3;0.125;;(9, 6);MoveWest;(10, 6);1;670
3;0.125;;(9, 6);MoveWest;(10, 6);1;671
3;0.125;;(9, 6);MoveWest;(10, 6);1;672
3;0.125;;(9, 6);MoveWest;(10, 6);1;673
3;0.125;;(9, 6);MoveWest;(10, 6);1;674
3;0.125;;(9, 6);MoveWest;(9, 6);1;675
3;0.125;;(9, 6);;(9, 6);1;676
3;0.125;;(9, 6);;(9, 6);1;677
3;0.125;;(9, 6);;(9, 6);1;678
3;0.125;;(9, 6);;(9, 6);1;679
3;0.125;;(9, 6);;(9, 6);1;680
3;0.125;;(9, 6);;(9, 6);1;681
3;0.125;;(9, 6);;(9, 6);1;682
3;0.125;;(9, 6);;(9, 6);1;683
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;684
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;685
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;686
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;687
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;688
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;689
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;690
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;691
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;692
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;693
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;694
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;695
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;696
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;697
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;698
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;699
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;700
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;701
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;702
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;703
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;704
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;705
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;706
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;707
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;708
3;0.125;;(9, 6);RemoveObjectTogether;(9, 6);1;709
3;0.125;MoveSouth;(9, 6);;(9, 6);1;710
3;0.125;MoveSouth;(9, 7);;(9, 6);1;711
3;0.125;MoveSouthWest;(9, 7);;(9, 6);1;712
3;0.125;MoveSouthWest;(8, 8);;(9, 6);1;713
3;0.125;MoveSouthEast;(8, 8);;(9, 6);1;714
3;0.125;MoveSouthEast;(9, 9);;(9, 6);1;715
3;0.125;MoveNorthEast;(9, 9);;(9, 6);1;716
3;0.125;MoveNorthEast;(10, 8);;(9, 6);1;717
3;0.125;;(10, 8);;(9, 6);1;718
3;0.125;;(10, 8);;(9, 6);1;719
3;0.125;;(10, 8);;(9, 6);1;720
3;0.125;;(10, 8);;(9, 6);1;721
3;0.125;;(10, 8);;(9, 6);1;722
3;0.125;;(10, 8);;(9, 6);1;723
3;0.125;;(10, 8);;(9, 6);1;724
3;0.125;;(10, 8);;(9, 6);1;725
3;0.125;;(10, 8);;(9, 6);1;726
3;0.125;;(10, 8);;(9, 6);1;727
3;0.125;;(10, 8);;(9, 6);1;728
3;0.125;;(10, 8);;(9, 6);1;729
3;0.125;;(10, 8);;(9, 6);1;730
3;0.125;;(10, 8);;(9, 6);1;731
3;0.125;;(10, 8);;(9, 6);1;732
3;0.125;;(10, 8);;(9, 6);1;733
3;0.125;;(10, 8);;(9, 6);1;734
3;0.125;;(10, 8);;(9, 6);1;735
3;0.125;;(10, 8);;(9, 6);1;736
3;0.125;;(10, 8);;(9, 6);1;737
3;0.125;;(10, 8);;(9, 6);1;738
3;0.125;;(10, 8);;(9, 6);1;739
3;0.125;;(10, 8);;(9, 6);1;740
3;0.125;;(10, 8);;(9, 6);1;741
3;0.125;;(10, 8);;(9, 6);1;742
3;0.125;;(10, 8);;(9, 6);1;743
3;0.125;;(10, 8);;(9, 6);1;744
3;0.125;;(10, 8);;(9, 6);1;745
3;0.125;;(10, 8);;(9, 6);1;746
3;0.125;;(10, 8);;(9, 6);1;747
3;0.125;;(10, 8);MoveSouth;(9, 7);1;748
3;0.125;;(10, 8);MoveSouth;(9, 8);1;749
3;0.125;;(10, 8);;(9, 8);1;750
3;0.125;;(10, 8);;(9, 8);1;751
3;0.125;;(10, 8);;(9, 8);1;752
3;0.125;;(10, 8);;(9, 8);1;753
3;0.125;;(10, 8);;(9, 8);1;754
3;0.125;;(10, 8);;(9, 8);1;755
3;0.125;;(10, 8);MoveSouth;(9, 9);1;756
3;0.125;;(10, 8);;(9, 9);1;757
3;0.125;;(10, 8);;(9, 9);1;758
3;0.125;;(10, 8);;(9, 9);1;759
3;0.125;;(10, 8);;(9, 9);1;760
3;0.125;;(10, 8);;(9, 9);1;761
3;0.125;;(10, 8);;(9, 9);1;762
3;0.125;;(10, 8);;(9, 9);1;763
3;0.125;;(10, 8);;(9, 9);1;764
3;0.125;;(10, 8);;(9, 9);1;765
3;0.125;;(10, 8);;(9, 9);1;766
3;0.125;Idle;(10, 8);;(9, 9);1;767
3;0.125;Idle;(10, 8);;(9, 9);1;768
3;0.125;Idle;(10, 8);;(9, 9);1;769
3;0.125;Idle;(10, 8);;(9, 9);1;770
3;0.125;Idle;(10, 8);;(9, 9);1;771
3;0.125;Idle;(10, 8);;(9, 9);1;772
3;0.125;Idle;(10, 8);;(9, 9);1;773
3;0.125;Idle;(10, 8);;(9, 9);1;774
3;0.125;Idle;(10, 8);;(9, 9);1;775
3;0.125;Idle;(10, 8);;(9, 9);1;776
3;0.125;Idle;(10, 8);;(9, 9);1;777
3;0.125;Idle;(10, 8);;(9, 9);1;778
3;0.125;Idle;(10, 8);;(9, 9);1;779
3;0.125;Idle;(10, 8);;(9, 9);1;780
3;0.125;Idle;(10, 8);;(9, 9);1;781
3;0.125;Idle;(10, 8);;(9, 9);1;782
3;0.125;Idle;(10, 8);MoveWest;(8, 9);1;783
3;0.125;Idle;(10, 8);;(8, 9);1;784
3;0.125;Idle;(10, 8);;(8, 9);1;785
3;0.125;Idle;(10, 8);;(8, 9);1;786
3;0.125;Idle;(10, 8);;(8, 9);1;787
3;0.125;Idle;(10, 8);;(8, 9);1;788
3;0.125;Idle;(10, 8);;(8, 9);1;789
3;0.125;Idle;(10, 8);;(8, 9);1;790
3;0.125;Idle;(10, 8);;(8, 9);1;791
3;0.125;Idle;(10, 8);;(8, 9);1;792
3;0.125;MoveWest;(10, 8);;(8, 9);1;793
3;0.125;MoveWest;(9, 8);;(8, 9);1;794
3;0.125;MoveSouthWest;(9, 8);;(8, 9);1;795
3;0.125;MoveSouthWest;(8, 9);;(8, 9);1;796
3;0.125;;(8, 9);;(8, 9);1;797
3;0.125;;(8, 9);;(8, 9);1;798
3;0.125;;(8, 9);;(8, 9);1;799
3;0.125;;(8, 9);;(8, 9);1;800
3;0.125;;(8, 9);;(8, 9);1;801
3;0.125;;(8, 9);CarryObjectTogether;(8, 9);1;802
3;0.125;;(8, 9);;(8, 9);1;803
3;0.125;;(8, 9);;(8, 9);1;804
3;0.125;;(8, 9);;(8, 9);1;805
3;0.125;;(8, 9);;(8, 9);1;806
3;0.125;;(8, 9);;(8, 9);1;807
3;0.125;;(8, 9);;(8, 9);1;808
3;0.125;;(8, 9);;(8, 9);1;809
3;0.125;;(8, 9);;(8, 9);1;810
3;0.125;;(8, 9);MoveEast;(9, 9);1;811
3;0.125;;(8, 9);;(9, 9);1;812
3;0.125;;(8, 9);;(9, 9);1;813
3;0.125;;(8, 9);;(9, 9);1;814
3;0.125;;(8, 9);MoveNorth;(9, 8);1;815
3;0.125;;(8, 9);MoveNorth;(9, 7);1;816
3;0.125;;(8, 9);;(9, 7);1;817
3;0.125;;(8, 9);MoveNorth;(9, 6);1;818
3;0.125;;(8, 9);;(9, 6);1;819
3;0.125;;(8, 9);;(9, 6);1;820
3;0.125;;(8, 9);;(9, 6);1;821
3;0.125;;(8, 9);;(9, 6);1;822
3;0.125;;(8, 9);;(9, 6);1;823
3;0.125;;(8, 9);;(9, 6);1;824
3;0.125;;(8, 9);;(9, 6);1;825
3;0.125;;(8, 9);MoveEast;(10, 6);1;826
3;0.125;;(8, 9);MoveEast;(10, 6);1;827
3;0.125;;(8, 9);MoveEast;(10, 6);1;828
3;0.125;;(8, 9);MoveEast;(10, 6);1;829
3;0.125;;(8, 9);MoveEast;(10, 6);1;830
3;0.125;;(8, 9);MoveEast;(10, 6);1;831
3;0.125;;(8, 9);MoveEast;(11, 6);1;832
3;0.125;;(8, 9);MoveNorth;(11, 6);1;833
3;0.125;;(8, 9);MoveNorth;(11, 6);1;834
3;0.125;;(8, 9);MoveNorth;(11, 6);1;835
3;0.125;;(8, 9);MoveNorth;(11, 6);1;836
3;0.125;;(8, 9);MoveNorth;(11, 6);1;837
3;0.125;;(8, 9);MoveNorth;(11, 5);1;838
3;0.125;;(8, 9);;(11, 5);1;839
3;0.125;;(8, 9);;(11, 5);1;840
3;0.125;;(8, 9);;(11, 5);1;841
3;0.125;;(8, 9);;(11, 5);1;842
3;0.125;;(8, 9);;(11, 5);1;843
3;0.125;;(8, 9);;(11, 5);1;844
3;0.125;;(8, 9);MoveEast;(12, 5);1;845
3;0.125;;(8, 9);;(12, 5);1;846
3;0.125;;(8, 9);MoveEast;(13, 5);1;847
3;0.125;;(8, 9);MoveEast;(14, 5);1;848
3;0.125;;(8, 9);;(14, 5);1;849
3;0.125;;(8, 9);;(14, 5);1;850
3;0.125;;(8, 9);;(14, 5);1;851
3;0.125;;(8, 9);;(14, 5);1;852
3;0.125;;(8, 9);;(14, 5);1;853
3;0.125;;(8, 9);;(14, 5);1;854
3;0.125;;(8, 9);;(14, 5);1;855
3;0.125;;(8, 9);;(14, 5);1;856
3;0.125;;(8, 9);;(14, 5);1;857
3;0.125;;(8, 9);MoveEast;(15, 5);1;858
3;0.125;;(8, 9);;(15, 5);1;859
3;0.125;;(8, 9);MoveEast;(16, 5);1;860
3;0.125;;(8, 9);;(16, 5);1;861
3;0.125;;(8, 9);;(16, 5);1;862
3;0.125;;(8, 9);;(16, 5);1;863
3;0.125;;(8, 9);;(16, 5);1;864
3;0.125;;(8, 9);;(16, 5);1;865
3;0.125;;(8, 9);;(16, 5);1;866
3;0.125;;(8, 9);;(16, 5);1;867
3;0.125;;(8, 9);;(16, 5);1;868
3;0.125;;(8, 9);MoveEast;(17, 5);1;869
3;0.125;;(8, 9);;(17, 5);1;870
3;0.125;;(8, 9);;(17, 5);1;871
3;0.125;;(8, 9);;(17, 5);1;872
3;0.125;;(8, 9);;(17, 5);1;873
3;0.125;;(8, 9);MoveEast;(18, 5);1;874
3;0.125;;(8, 9);;(18, 5);1;875
3;0.125;;(8, 9);;(18, 5);1;876
3;0.125;;(8, 9);;(18, 5);1;877
3;0.125;;(8, 9);;(18, 5);1;878
3;0.125;;(8, 9);MoveSouth;(18, 6);1;879
3;0.125;;(8, 9);MoveSouth;(18, 7);1;880
3;0.125;;(8, 9);;(18, 7);1;881
3;0.125;;(8, 9);MoveSouth;(18, 8);1;882
3;0.125;;(8, 9);;(18, 8);1;883
3;0.125;;(8, 9);;(18, 8);1;884
3;0.125;;(8, 9);;(18, 8);1;885
3;0.125;;(8, 9);;(18, 8);1;886
3;0.125;;(8, 9);;(18, 8);1;887
3;0.125;;(8, 9);MoveEast;(19, 8);1;888
3;0.125;;(8, 9);;(19, 8);1;889
3;0.125;;(8, 9);MoveEast;(19, 8);1;890
3;0.125;;(8, 9);MoveEast;(19, 8);1;891
3;0.125;;(8, 9);MoveEast;(19, 8);1;892
3;0.125;;(8, 9);MoveEast;(19, 8);1;893
3;0.125;;(8, 9);MoveEast;(19, 8);1;894
3;0.125;;(8, 9);MoveEast;(20, 8);1;895
3;0.125;;(8, 9);;(20, 8);1;896
3;0.125;;(8, 9);;(20, 8);1;897
3;0.125;;(8, 9);;(20, 8);1;898
3;0.125;;(8, 9);;(20, 8);1;899
3;0.125;;(8, 9);;(20, 8);1;900
3;0.125;;(8, 9);;(20, 8);1;901
3;0.125;;(8, 9);;(20, 8);1;902
3;0.125;;(8, 9);MoveSouth;(20, 9);1;903
3;0.125;;(8, 9);MoveSouth;(20, 10);1;904
3;0.125;;(8, 9);MoveSouth;(20, 11);1;905
3;0.125;;(8, 9);;(20, 11);1;906
3;0.125;;(8, 9);;(20, 11);1;907
3;0.125;;(8, 9);;(20, 11);1;908
3;0.125;;(8, 9);;(20, 11);1;909
3;0.125;;(8, 9);;(20, 11);1;910
3;0.125;;(8, 9);;(20, 11);1;911
3;0.125;;(8, 9);MoveEast;(21, 11);1;912
3;0.125;;(8, 9);MoveEast;(22, 11);1;913
3;0.125;;(8, 9);MoveEast;(23, 11);1;914
3;0.125;;(8, 9);MoveEast;(23, 11);1;915
3;0.125;;(8, 9);;(23, 11);1;916
3;0.125;;(8, 9);;(23, 11);1;917
3;0.125;;(8, 9);;(23, 11);1;918
3;0.125;;(8, 9);;(23, 11);1;919
3;0.125;;(8, 9);;(23, 11);1;920
3;0.125;;(8, 9);;(23, 11);1;921
9;0.25;;(23, 11);DropObjectTogether;(23, 11);1;922
9;0.25;MoveWest;(23, 11);;(23, 11);1;923
9;0.25;MoveWest;(22, 11);;(23, 11);1;924
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;925
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;926
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;927
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;928
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;929
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;930
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;931
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;932
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;933
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;934
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;935
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;936
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;937
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;938
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;939
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;940
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;941
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;942
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;943
9;0.25;MoveNorthWest;(18, 7);;(23, 11);1;944
9;0.25;MoveNorthWest;(18, 7);;(23, 11);1;945
9;0.25;MoveNorthWest;(17, 6);;(23, 11);1;946
9;0.25;MoveWest;(17, 6);;(23, 11);1;947
9;0.25;MoveWest;(16, 6);;(23, 11);1;948
9;0.25;MoveWest;(16, 6);;(23, 11);1;949
9;0.25;MoveWest;(15, 6);;(23, 11);1;950
9;0.25;MoveWest;(15, 6);;(23, 11);1;951
9;0.25;MoveWest;(14, 6);;(23, 11);1;952
9;0.25;MoveWest;(14, 6);;(23, 11);1;953
9;0.25;MoveWest;(13, 6);;(23, 11);1;954
9;0.25;MoveWest;(13, 6);;(23, 11);1;955
9;0.25;MoveWest;(12, 6);;(23, 11);1;956
9;0.25;MoveWest;(12, 6);;(23, 11);1;957
9;0.25;MoveWest;(12, 6);;(23, 11);1;958
9;0.25;MoveWest;(12, 6);;(23, 11);1;959
9;0.25;MoveWest;(12, 6);;(23, 11);1;960
9;0.25;MoveWest;(12, 6);;(23, 11);1;961
9;0.25;MoveWest;(12, 6);;(23, 11);1;962
9;0.25;MoveWest;(12, 6);;(23, 11);1;963
9;0.25;MoveWest;(12, 6);;(23, 11);1;964
9;0.25;MoveWest;(12, 6);;(23, 11);1;965
9;0.25;MoveWest;(12, 6);;(23, 11);1;966
9;0.25;MoveWest;(12, 6);;(23, 11);1;967
9;0.25;MoveWest;(12, 6);;(23, 11);1;968
9;0.25;MoveWest;(12, 6);;(23, 11);1;969
9;0.25;MoveWest;(11, 6);;(23, 11);1;970
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;971
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;972
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;973
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;974
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;975
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;976
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;977
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;978
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;979
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;980
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;981
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;982
9;0.25;MoveNorthWest;(11, 6);;(23, 11);1;983
9;0.25;MoveNorthWest;(10, 5);;(23, 11);1;984
9;0.25;MoveWest;(10, 5);;(23, 11);1;985
9;0.25;MoveWest;(10, 5);;(23, 11);1;986
9;0.25;MoveWest;(10, 5);;(23, 11);1;987
9;0.25;MoveWest;(10, 5);;(23, 11);1;988
9;0.25;MoveWest;(10, 5);;(23, 11);1;989
9;0.25;MoveWest;(10, 5);;(23, 11);1;990
9;0.25;MoveWest;(10, 5);MoveWest;(22, 11);1;991
9;0.25;MoveWest;(10, 5);;(22, 11);1;992
9;0.25;MoveWest;(10, 5);;(22, 11);1;993
9;0.25;MoveWest;(10, 5);;(22, 11);1;994
9;0.25;MoveWest;(10, 5);;(22, 11);1;995
9;0.25;MoveWest;(10, 5);;(22, 11);1;996
9;0.25;MoveWest;(10, 5);;(22, 11);1;997
9;0.25;MoveWest;(9, 5);;(22, 11);1;998
9;0.25;;(9, 5);;(22, 11);1;999
9;0.25;;(9, 5);;(22, 11);1;1000
9;0.25;;(9, 5);;(22, 11);1;1001
9;0.25;;(9, 5);;(22, 11);1;1002
9;0.25;;(9, 5);;(22, 11);1;1003
9;0.25;;(9, 5);;(22, 11);1;1004
9;0.25;;(9, 5);;(22, 11);1;1005
9;0.25;;(9, 5);;(22, 11);1;1006
9;0.25;;(9, 5);;(22, 11);1;1007
9;0.25;;(9, 5);;(22, 11);1;1008
9;0.25;;(9, 5);;(22, 11);1;1009
9;0.25;;(9, 5);;(22, 11);1;1010
9;0.25;;(9, 5);;(22, 11);1;1011
9;0.25;;(9, 5);;(22, 11);1;1012
9;0.25;;(9, 5);;(22, 11);1;1013
9;0.25;;(9, 5);;(22, 11);1;1014
9;0.25;;(9, 5);;(22, 11);1;1015
9;0.25;;(9, 5);;(22, 11);1;1016
9;0.25;;(9, 5);;(22, 11);1;1017
9;0.25;;(9, 5);;(22, 11);1;1018
9;0.25;;(9, 5);;(22, 11);1;1019
9;0.25;;(9, 5);;(22, 11);1;1020
9;0.25;;(9, 5);;(22, 11);1;1021
9;0.25;;(9, 5);;(22, 11);1;1022
9;0.25;;(9, 5);;(22, 11);1;1023
9;0.25;;(9, 5);;(22, 11);1;1024
9;0.25;;(9, 5);;(22, 11);1;1025
9;0.25;;(9, 5);;(22, 11);1;1026
9;0.25;;(9, 5);;(22, 11);1;1027
9;0.25;;(9, 5);;(22, 11);1;1028
9;0.25;;(9, 5);;(22, 11);1;1029
9;0.25;;(9, 5);;(22, 11);1;1030
9;0.25;;(9, 5);;(22, 11);1;1031
9;0.25;;(9, 5);;(22, 11);1;1032
