score;completeness;rescuebot_action;rescuebot_location;diolercio_action;diolercio_location;world_nr;tick_nr
0;0.0;;(14, 8);;(21, 14);1;529
0;0.0;;(14, 8);;(21, 14);1;530
0;0.0;;(14, 8);MoveEast;(22, 14);1;531
0;0.0;;(14, 8);;(22, 14);1;532
0;0.0;;(14, 8);MoveEast;(23, 14);1;533
0;0.0;;(14, 8);MoveEast;(23, 14);1;534
0;0.0;;(14, 8);;(23, 14);1;535
0;0.0;;(14, 8);;(23, 14);1;536
0;0.0;;(14, 8);;(23, 14);1;537
0;0.0;;(14, 8);;(23, 14);1;538
0;0.0;;(14, 8);;(23, 14);1;539
0;0.0;;(14, 8);;(23, 14);1;540
0;0.0;;(14, 8);;(23, 14);1;541
0;0.0;;(14, 8);;(23, 14);1;542
0;0.0;;(14, 8);;(23, 14);1;543
0;0.0;;(14, 8);;(23, 14);1;544
0;0.0;;(14, 8);;(23, 14);1;545
0;0.0;;(14, 8);;(23, 14);1;546
0;0.0;;(14, 8);;(23, 14);1;547
0;0.0;;(14, 8);;(23, 14);1;548
3;0.125;;(23, 14);DropObjectTogether;(23, 14);1;549
3;0.125;MoveNorthWest;(23, 14);;(23, 14);1;550
3;0.125;MoveNorthWest;(22, 13);;(23, 14);1;551
3;0.125;MoveNorthWest;(22, 13);;(23, 14);1;552
3;0.125;MoveNorthWest;(21, 12);;(23, 14);1;553
3;0.125;MoveNorthWest;(21, 12);;(23, 14);1;554
3;0.125;MoveNorthWest;(20, 11);;(23, 14);1;555
3;0.125;MoveNorthWest;(20, 11);MoveWest;(22, 14);1;556
3;0.125;MoveNorthWest;(19, 10);;(22, 14);1;557
3;0.125;MoveNorthWest;(19, 10);MoveWest;(21, 14);1;558
3;0.125;MoveNorthWest;(18, 9);;(21, 14);1;559
3;0.125;MoveNorth;(18, 9);;(21, 14);1;560
3;0.125;MoveNorth;(18, 9);;(21, 14);1;561
3;0.125;MoveNorth;(18, 9);;(21, 14);1;562
3;0.125;MoveNorth;(18, 9);;(21, 14);1;563
3;0.125;MoveNorth;(18, 9);;(21, 14);1;564
3;0.125;MoveNorth;(18, 9);;(21, 14);1;565
3;0.125;MoveNorth;(18, 9);;(21, 14);1;566
3;0.125;MoveNorth;(18, 9);;(21, 14);1;567
3;0.125;MoveNorth;(18, 9);;(21, 14);1;568
3;0.125;MoveNorth;(18, 9);;(21, 14);1;569
3;0.125;MoveNorth;(18, 9);;(21, 14);1;570
3;0.125;MoveNorth;(18, 9);;(21, 14);1;571
3;0.125;MoveNorth;(18, 9);;(21, 14);1;572
3;0.125;MoveNorth;(18, 8);;(21, 14);1;573
3;0.125;MoveNorth;(18, 8);;(21, 14);1;574
3;0.125;MoveNorth;(18, 7);;(21, 14);1;575
3;0.125;MoveNorthWest;(18, 7);;(21, 14);1;576
3;0.125;MoveNorthWest;(17, 6);;(21, 14);1;577
3;0.125;MoveNorthWest;(17, 6);;(21, 14);1;578
3;0.125;MoveNorthWest;(16, 5);;(21, 14);1;579
3;0.125;MoveWest;(16, 5);;(21, 14);1;580
3;0.125;MoveWest;(15, 5);;(21, 14);1;581
3;0.125;;(15, 5);;(21, 14);1;582
3;0.125;;(15, 5);;(21, 14);1;583
3;0.125;;(15, 5);;(21, 14);1;584
3;0.125;;(15, 5);;(21, 14);1;585
3;0.125;;(15, 5);;(21, 14);1;586
3;0.125;;(15, 5);;(21, 14);1;587
3;0.125;;(15, 5);;(21, 14);1;588
3;0.125;;(15, 5);;(21, 14);1;589
3;0.125;;(15, 5);;(21, 14);1;590
3;0.125;;(15, 5);;(21, 14);1;591
3;0.125;;(15, 5);;(21, 14);1;592
3;0.125;;(15, 5);;(21, 14);1;593
3;0.125;;(15, 5);;(21, 14);1;594
3;0.125;;(15, 5);;(21, 14);1;595
3;0.125;;(15, 5);;(21, 14);1;596
3;0.125;;(15, 5);;(21, 14);1;597
3;0.125;;(15, 5);;(21, 14);1;598
3;0.125;;(15, 5);;(21, 14);1;599
3;0.125;;(15, 5);;(21, 14);1;600
3;0.125;;(15, 5);;(21, 14);1;601
3;0.125;;(15, 5);;(21, 14);1;602
3;0.125;;(15, 5);;(21, 14);1;603
3;0.125;;(15, 5);;(21, 14);1;604
3;0.125;;(15, 5);;(21, 14);1;605
3;0.125;;(15, 5);;(21, 14);1;606
3;0.125;;(15, 5);;(21, 14);1;607
3;0.125;;(15, 5);;(21, 14);1;608
3;0.125;;(15, 5);;(21, 14);1;609
3;0.125;;(15, 5);;(21, 14);1;610
3;0.125;;(15, 5);;(21, 14);1;611
3;0.125;;(15, 5);;(21, 14);1;612
3;0.125;;(15, 5);;(21, 14);1;613
3;0.125;;(15, 5);;(21, 14);1;614
3;0.125;;(15, 5);;(21, 14);1;615
3;0.125;;(15, 5);;(21, 14);1;616
3;0.125;;(15, 5);;(21, 14);1;617
3;0.125;;(15, 5);;(21, 14);1;618
3;0.125;;(15, 5);;(21, 14);1;619
3;0.125;;(15, 5);;(21, 14);1;620
3;0.125;;(15, 5);;(21, 14);1;621
3;0.125;;(15, 5);;(21, 14);1;622
3;0.125;;(15, 5);;(21, 14);1;623
3;0.125;;(15, 5);;(21, 14);1;624
3;0.125;;(15, 5);;(21, 14);1;625
3;0.125;;(15, 5);;(21, 14);1;626
3;0.125;;(15, 5);;(21, 14);1;627
3;0.125;;(15, 5);;(21, 14);1;628
3;0.125;;(15, 5);;(21, 14);1;629
3;0.125;;(15, 5);;(21, 14);1;630
3;0.125;;(15, 5);;(21, 14);1;631
3;0.125;;(15, 5);;(21, 14);1;632
3;0.125;;(15, 5);;(21, 14);1;633
3;0.125;;(15, 5);;(21, 14);1;634
3;0.125;;(15, 5);;(21, 14);1;635
3;0.125;;(15, 5);;(21, 14);1;636
3;0.125;;(15, 5);;(21, 14);1;637
3;0.125;;(15, 5);;(21, 14);1;638
3;0.125;;(15, 5);;(21, 14);1;639
3;0.125;;(15, 5);;(21, 14);1;640
3;0.125;;(15, 5);;(21, 14);1;641
3;0.125;;(15, 5);;(21, 14);1;642
3;0.125;;(15, 5);;(21, 14);1;643
3;0.125;;(15, 5);;(21, 14);1;644
3;0.125;;(15, 5);;(21, 14);1;645
3;0.125;;(15, 5);;(21, 14);1;646
3;0.125;;(15, 5);;(21, 14);1;647
3;0.125;;(15, 5);;(21, 14);1;648
3;0.125;;(15, 5);;(21, 14);1;649
3;0.125;;(15, 5);;(21, 14);1;650
3;0.125;;(15, 5);;(21, 14);1;651
3;0.125;;(15, 5);;(21, 14);1;652
3;0.125;;(15, 5);;(21, 14);1;653
3;0.125;;(15, 5);;(21, 14);1;654
3;0.125;;(15, 5);;(21, 14);1;655
3;0.125;;(15, 5);;(21, 14);1;656
3;0.125;;(15, 5);;(21, 14);1;657
3;0.125;;(15, 5);;(21, 14);1;658
3;0.125;;(15, 5);;(21, 14);1;659
3;0.125;;(15, 5);;(21, 14);1;660
3;0.125;;(15, 5);;(21, 14);1;661
3;0.125;;(15, 5);;(21, 14);1;662
3;0.125;;(15, 5);;(21, 14);1;663
3;0.125;;(15, 5);;(21, 14);1;664
3;0.125;;(15, 5);;(21, 14);1;665
3;0.125;;(15, 5);;(21, 14);1;666
3;0.125;;(15, 5);;(21, 14);1;667
3;0.125;;(15, 5);;(21, 14);1;668
3;0.125;;(15, 5);;(21, 14);1;669
3;0.125;;(15, 5);;(21, 14);1;670
3;0.125;;(15, 5);;(21, 14);1;671
3;0.125;;(15, 5);;(21, 14);1;672
3;0.125;;(15, 5);;(21, 14);1;673
3;0.125;;(15, 5);;(21, 14);1;674
3;0.125;;(15, 5);;(21, 14);1;675
3;0.125;;(15, 5);;(21, 14);1;676
3;0.125;;(15, 5);;(21, 14);1;677
3;0.125;;(15, 5);;(21, 14);1;678
3;0.125;;(15, 5);;(21, 14);1;679
3;0.125;;(15, 5);;(21, 14);1;680
3;0.125;;(15, 5);;(21, 14);1;681
3;0.125;;(15, 5);;(21, 14);1;682
3;0.125;;(15, 5);;(21, 14);1;683
3;0.125;;(15, 5);;(21, 14);1;684
3;0.125;;(15, 5);;(21, 14);1;685
3;0.125;;(15, 5);;(21, 14);1;686
3;0.125;;(15, 5);;(21, 14);1;687
3;0.125;;(15, 5);;(21, 14);1;688
3;0.125;;(15, 5);;(21, 14);1;689
3;0.125;;(15, 5);;(21, 14);1;690
3;0.125;;(15, 5);;(21, 14);1;691
3;0.125;;(15, 5);;(21, 14);1;692
3;0.125;;(15, 5);;(21, 14);1;693
3;0.125;;(15, 5);;(21, 14);1;694
3;0.125;;(15, 5);;(21, 14);1;695
3;0.125;;(15, 5);;(21, 14);1;696
3;0.125;;(15, 5);;(21, 14);1;697
3;0.125;;(15, 5);;(21, 14);1;698
3;0.125;;(15, 5);;(21, 14);1;699
3;0.125;;(15, 5);;(21, 14);1;700
3;0.125;;(15, 5);;(21, 14);1;701
3;0.125;;(15, 5);;(21, 14);1;702
3;0.125;;(15, 5);;(21, 14);1;703
3;0.125;;(15, 5);;(21, 14);1;704
3;0.125;;(15, 5);;(21, 14);1;705
3;0.125;;(15, 5);;(21, 14);1;706
3;0.125;;(15, 5);;(21, 14);1;707
3;0.125;;(15, 5);;(21, 14);1;708
3;0.125;;(15, 5);;(21, 14);1;709
3;0.125;;(15, 5);;(21, 14);1;710
3;0.125;;(15, 5);;(21, 14);1;711
3;0.125;;(15, 5);;(21, 14);1;712
3;0.125;;(15, 5);;(21, 14);1;713
3;0.125;;(15, 5);;(21, 14);1;714
3;0.125;;(15, 5);;(21, 14);1;715
3;0.125;;(15, 5);;(21, 14);1;716
3;0.125;;(15, 5);;(21, 14);1;717
3;0.125;;(15, 5);;(21, 14);1;718
3;0.125;;(15, 5);;(21, 14);1;719
3;0.125;;(15, 5);;(21, 14);1;720
3;0.125;;(15, 5);;(21, 14);1;721
3;0.125;;(15, 5);;(21, 14);1;722
3;0.125;;(15, 5);;(21, 14);1;723
3;0.125;;(15, 5);;(21, 14);1;724
3;0.125;;(15, 5);;(21, 14);1;725
3;0.125;;(15, 5);;(21, 14);1;726
3;0.125;;(15, 5);;(21, 14);1;727
3;0.125;;(15, 5);;(21, 14);1;728
3;0.125;;(15, 5);;(21, 14);1;729
3;0.125;;(15, 5);;(21, 14);1;730
3;0.125;;(15, 5);;(21, 14);1;731
3;0.125;;(15, 5);;(21, 14);1;732
3;0.125;;(15, 5);;(21, 14);1;733
3;0.125;;(15, 5);;(21, 14);1;734
3;0.125;;(15, 5);;(21, 14);1;735
3;0.125;;(15, 5);;(21, 14);1;736
3;0.125;;(15, 5);;(21, 14);1;737
3;0.125;;(15, 5);;(21, 14);1;738
3;0.125;;(15, 5);;(21, 14);1;739
3;0.125;;(15, 5);;(21, 14);1;740
3;0.125;;(15, 5);;(21, 14);1;741
3;0.125;;(15, 5);;(21, 14);1;742
3;0.125;;(15, 5);;(21, 14);1;743
3;0.125;;(15, 5);;(21, 14);1;744
3;0.125;;(15, 5);;(21, 14);1;745
3;0.125;;(15, 5);;(21, 14);1;746
3;0.125;;(15, 5);;(21, 14);1;747
3;0.125;;(15, 5);;(21, 14);1;748
3;0.125;;(15, 5);;(21, 14);1;749
3;0.125;;(15, 5);;(21, 14);1;750
3;0.125;;(15, 5);;(21, 14);1;751
3;0.125;;(15, 5);;(21, 14);1;752
3;0.125;;(15, 5);;(21, 14);1;753
3;0.125;;(15, 5);;(21, 14);1;754
3;0.125;;(15, 5);;(21, 14);1;755
3;0.125;;(15, 5);;(21, 14);1;756
3;0.125;;(15, 5);;(21, 14);1;757
3;0.125;;(15, 5);;(21, 14);1;758
3;0.125;;(15, 5);;(21, 14);1;759
3;0.125;;(15, 5);;(21, 14);1;760
3;0.125;;(15, 5);;(21, 14);1;761
3;0.125;;(15, 5);;(21, 14);1;762
3;0.125;;(15, 5);;(21, 14);1;763
3;0.125;;(15, 5);;(21, 14);1;764
3;0.125;;(15, 5);;(21, 14);1;765
3;0.125;;(15, 5);;(21, 14);1;766
3;0.125;;(15, 5);;(21, 14);1;767
3;0.125;;(15, 5);;(21, 14);1;768
3;0.125;;(15, 5);;(21, 14);1;769
3;0.125;;(15, 5);;(21, 14);1;770
3;0.125;;(15, 5);;(21, 14);1;771
3;0.125;;(15, 5);;(21, 14);1;772
3;0.125;;(15, 5);;(21, 14);1;773
3;0.125;;(15, 5);;(21, 14);1;774
3;0.125;;(15, 5);;(21, 14);1;775
3;0.125;;(15, 5);;(21, 14);1;776
3;0.125;;(15, 5);;(21, 14);1;777
3;0.125;;(15, 5);;(21, 14);1;778
3;0.125;MoveWest;(15, 5);;(21, 14);1;779
3;0.125;MoveWest;(14, 5);;(21, 14);1;780
